number,progress,title,like,contents,answer,category,sday,eday,proponent
587959,청원종료,남양주시 긴급 재난 지원금 모두에게 공평하게 지급하세요.,5622,"배려와 양보요?

왜 부자도 아닌 제가 지역가입자라는 이유로,
또한 4대보험이 안된다는 이유로 상위 20~30퍼센트에 들어야 합니까?
팩트체크하면 저는 상위 소득 기준에 못 미칩니다
아파트 소유때문이라면 남양주시 남부 지역 신도시 시민들은 아무도 주면 안되는 거 아닌가요??
이게 차별아니고 뭔가요?
대체 이런 행정은 누구 머리에서 나오나요? 
법앞에 누구나 평등하며 남양주시에게 차별할 권리 드린 적 없습니다.
중앙정부에도 끊임없이 민원제기하고 있고 전원지급하도록 촉구하고 있습니다

이는 저 하나가 아닌 다수의 뜻입니다

조시장님 여하 남양주시 관계자분들,
제발 형평성 있게 갑시다

반드시 모두에게 지급하세요
정말 가만히 있지 않겠습니다

이렇게 현금 뿌리고 조만간 세금으로 환급하는 정책필꺼잖아요
그럼 난 돈도 못 받고 세금만 더 내는
봉입니까?

코로나로 인한 재난은 국민모두가 함께 이겨내야 합니다

모두에게 지급하시길 촉구합니다
(중앙정부도 모두에게 지급하도록 변경 촉구합니다.)",,기타,2020-04-09,2020-05-09,naver
587960,청원종료,뉴스나 중앙 정치부와는 다른 지자체 대응이나 혜택,221,"안녕하세요

경남 사천에서 학원 운영하고 있습니다.

도대체 어디에 무엇을 물어야 할지 몰라 여기 글을 씁니다.

1번
  꾸준한 교육청 권고로 2월 24일 부터 5주간 휴원했습니다. 주변 학원, 교습소들도 확진자가 없을 당시에도 휴원권고에 따라 휴원했구요,
장기화 되어가면서 3월 30일 다시 문을 열었지만
인근에 확진자가 생겨서 1주일만에 다시 휴원했습니다.

언제 다시 문을 열지 닫을지도 모른 상황에
지원금 대책마련 참으로 감사했죠
애초에 돈을 바래서 휴원한건 아니었지만
긴 휴원으로 재정적으로 심각하게 타격을 입은것은 사실이고, 건물주분이 당연히 월세를 깎아줘야한다 생각도 없었구요.

주변 도시에서 공고가 나고 다들 얼마간의 지원금을 받아 그나마 감사하다고, 그쪽도 기다리면 나올거라고
희망찬마음에 기다렸지만, 시청에 문의해보니 전혀 그런계획은없다고 하시고
지자체에서 결정하는거라 다른 시나 뉴스와는 다를수 있다고
미안하다 하시는데 공무원분이 잘못한건 아니니
화도 낼수없고,
이 억울함은 어디다 풀어야할지..
같은 대한민국 국민이 아닌가요?
교육청은 시청과 별개기관이라 뭘해줄수없다하고..
중앙정부에서 추진하는 일, 모두가 같은 혜택을 받을수 있다면 좋겠습니다!

2번

대출금 유예 

이또한 뉴스에서 소식듣고
스스로 겨우 알아보고 금감원에 전화해보니
기업대출만 가능하다고 하시네요

학원  운영자의 경우
영세한 경우가 많고 자영업자라서
대출심사 정말 까다롭구요, 대부분 대출의 목적이 학원 창업이나 확장이 많기 때문에
사업자가 나오기전에 개인대출이 많습니다.

저 역시 개인 대출로 학원 시작했고
매월 고리 이자까지 꼬박꼬박내며 갚아왔는데
지금같은 휴원상황에서는 사실 유예기간을 준다는게 얼마나 감사했는지 모릅니다.

하지만 역시나
알아보니 저는개인대출이라 이자 유예나 대출기간연장에 해당사항이 없다고 합니다.

국민에게 도움이 되는 여러 방안을 모색하고 계심에 진심으로 감사하며, 한편 일부의 말대로 무조건 지원금을 퍼주는건 반대하는 바이지만
실제 이렇게 권고사항에 잘 따랐던 국민으로서 그런 혜택들을 못받는 행정은 뭔가 잘못된것 같습니다.

진정 일선에서 일하고 있는 국민들의 어려움에 맞게 그 필요를 꼭 채워주시길 바랍니다.",,행정,2020-04-09,2020-05-09,naver
587961,청원종료,2021 도쿄올림픽에서 욱일기가 안보이게 도와주세요.,1494,"지난해 말, 국제올림픽위원회 IOC는 2020 도쿄올림픽에서 욱일기 사용에 대해 공식적으로 허락한다는 입장을 발표했습니다. 이에 따라 각종 언론들과 매체, 여러 단체, 그리고 우리나라를 비롯한 몇몇 국가들 역시 비난하며 항의 의사를 표명했지만, IOC에서 돌아오는 답변은 달라진 것이 없습니다.
   이대로라면 과거 우리나라를 비롯한 여러 나라들에게 뼈아픈 흔적을 남긴 그 욱일기를 국제사회의 평화를 상징하는 올림픽의 중계화면에서 보고 있어야 할 것입니다.
   그나마 불행 중 다행인 것은, 올림픽이 1년 연기되었다는 점입니다. 이 1년이란 시간 동안 여러 사람들이 지속적으로 IOC와 전 세계에 욱일기의 문제점에 대해 알린다면, 올림픽이 개최될 때 욱일기가 휘날리는 것을 방지할 수 있을 것입니다.
   욱일기는 일본의 제국주의와 군국주의를 상징하는 명백한 전범기입니다. 1910년 한일 강제병합, 1937년 중일전쟁, 1941년의 태평양전쟁과 제2차 세계대전 때 군기로 사용되었고, 아시아 각국을 침략, 지배할 때 내걸었던 기입니다. 또한, 욱일기는 대량학살을 상징하는 기이기도 하며, 특히 우리나라와는 더더욱 악연이 깊은 기입니다.
   제2차 세계대전 당시 일본과 동맹 관계를 맺고 함께 전쟁을 일으켰던 독일은 반성의 태도를 지니며 다시는 그러한 역사가 반복되지 않기 위해 노력하고 있습니다. 그런 노력과 더불어 나치당이 사용하였던 하켄크로이츠 역시 엄격히 규제하고 사용하지 않고 있습니다. 그러나, 하켄크로이츠와 여러모로 비슷한 욱일기는 아무렇지도 않게 사용되고 있어 많은 논란이 일고 있습니다.
   작년 말에 러시아 월드컵에서 국제축구연맹 (FIFA)의 공식 인스타그램에 올라간 욱일기 응원 사진과 공식 주제가 영상에 등장한 욱일기가 한국 네티즌들의 항의로 인해 교체된 사례가 있습니다. 또한, 지난 2017년 아시아축구연맹(AFC) 챔피언스리그에 출전한 일본팀 가와사키 프론탈레의 서포터즈가 경기장에서 욱일기를 펼쳐 들자 각종 항의가 빗발쳤고, 이에 따라 AFC가 해당 팀에 벌금을 부과하였습니다. 이처럼 꾸준히 노력하면 욱일기가 계속하여 사용되는 불상사를 막을 수 있을 것입니다.
   IOC 헌장 50조에 따르면, 올림픽에서 정치적, 종교적, 인종차별적 선동행위를 금지하고 있습니다. 그렇다면, 당연히 지금과 같은 논란을 불러일으키는 욱일기는 애초에 문제가 됩니다.
   우리나라 국민이라면 욱일기를 달갑게 생각하는 사람은 아무도 없을 것입니다. 욱일기가 왜 이토록 문제가 되고 논란이 되는지는 자세히 모를 수 있어도, 왠지 모르게 그것을 보면 치가 떨리고 화가 나는 우리 국민의 심정은 어떻게 보면 당연할 수밖에 없습니다.
   부디 전 세계인의 축제인 올림픽이 실제로도 축제가 될 수 있도록, 평화의 상징인 올림픽이 실제로도 평화롭게 진행될 수 있도록, 모두가 즐겁게 참여하고 관람하는 올림픽이 될 수 있도록, 전범기인 욱일기를 올림픽에서 사용하면 절대 안된다는 것을 다시 한번 명확히 IOC에 전달해주십시오.",,외교/통일/국방,2020-04-09,2020-05-09,naver
587962,청원종료,서울시야구소프트볼협회의 공정한 재감사 요청드립니다.,208,"서울시야구소프트볼협회의 공정한 재감사 요청드립니다.

 최근 SBS 뉴스를 통하여 ['제멋대로 예산 집행' 서울시야구협회 감사로 드러난 특정 인사 전횡 의혹] 가 보도되었습니다.

 '공공기관'으로 알고있는 서울시야구소프트볼협회 임직원이 공공의 예산을 가지고

'규정에 없는 자녀 학비보조', 
'임원의 개인 범칙금 지출', 
'격려금 임원 개인계좌로 입금', 
'국제대회 참가요강 영문 번역업무를 전문업체가 아닌 자녀에게 일감 주기'
' 임직원 상여금 및 성과급 지급 부적정'
등등등.

많은 것들이 문제로 발견 되었다고 SBS 보도 및 서울특별시체육회 홈페이지  경영공시 개사판에  게시되었습니다.

 특히 공공기관의 임직원들이 월급을 제외하고 야구발전후원금의 일부를 성과금으로 받는 점은 상당히 놀라운 일이라 생각됩니다.  공공기관도 연말 성과금을 받는다고 알고는 있지만, 비정기적으로 후원실적(영업실적)에 따른 성과금이라니 처음 보는 사례입니다.  또한 공공기관에서 특정 임직원에게 금전지급이 되었는데 세금을 납부하지 않고 지급되었다니 더 놀라운 일입니다.

 서울시야구소프트볼협회는 예산이 없다고 매년 선수개인등록비 외 참가학교별 대회 참가비 등을 따로 거두고 있습니다. 또한 야구대회시 최근 몇년 전부터 학부모 및 관람객들에게 프로야구처럼 관람비를 징수하고있습니다. 야구공원에서 산책을 하는 일반 시민들도 관람비를 내지 않으면 야구공원을 이용하지 못하도록 막습니다.
또한 선수 등록비는 매년 상승하고 있습니다. 거기에 대회 참가비를 거두니 우리 학부모들의 부담은 점점 늘어나고 아이들이 하고 싶은 꿈을 부모로써 그만두게 하면 어쩌지? 라는 걱정도 듭니다.     

 협회는 금전적인 수입이 늘었지만 예산을 더욱 줄이겠다고 경기장 심판들도  '4심제'가 아닌 '3심제' 인원을 줄여서 운영하고 있습니다.  대한야구소프트볼협회 및 타 시도야구소프트볼협회는 '4심제'로 경기를 진행하고 있습니다.

다른 지역보다 우리 아이들이 야구할 수 있는 환경은 점점 어려워 지고 있습니다. 

  서울시야구소프트볼협회는 위 내용을 보도한 SBS를 공지사항을 통하여 'SBS보도는 부도덕한 취재행태에 대하여 지적한다',  '협회전무이사만 특정하여 단독보도한다' 란 내용으로 공지하였습니다.

 또한 최근 서울시야구소프트볼 일전 공지사항을 통하여 협회장이 일신상이유로 사퇴하였다고 공지하였었지만, 보도에 따른 입장문에서는 개인적인 물의를 일으켜 자진사퇴한 류 모 전회장이라고 공지하였습니다. 
 서울시야구소프트볼협회에서 문제를 일으켰다면 묻어버리는 문제가 아닌, 법적인 부분으로 책임질 것이 있는것인지도 확실하게 감사를 통하여 조사해야할 것입니다.

 관련의혹에 대한 결과(해명이 아닌 지적사항에 대한 세부적 결과)도 당당하게 '서울시야구소프트볼협회' 공지를 통하여 밝혀야 할 것입니다. 물론 SBS를 포함한 방송매체를 통하여 함께 다뤄주셔야 할것입니다.
 그렇게 된다면 현재 '서울시야구소프트볼협회'도 공지내용처럼 억울하지 않을 것입니다.


 마지막으로 정말 청렴하다면 우리학부모들도 아이들에게 야구를 통한 교육투자 비용이 덜 아까울 것입니다. 
프로야구 선수를 꿈꾸는 선수아이들의 야구 환경은 점점 쇠퇴하고 있습니다. 그리고 돈이 없으면 못하는 스포츠로 더 발전해 나가고 있는것이 현실입니다.

 공공체육기관인 '서울시야구소프트볼 협회'가 청렴한 행정을 하는지 체육회 내부감사가 아닌 더욱 전문가 집단 감싸기가 불가능한 국가기관에서 재감사를 요청드립니다. 

 이 청원을 통하여 대통령님께서 말씀하신 아마야구에서도  '누구나 평등하고 공정한 사회'가 되길 바랍니다.",,문화/예술/체육/언론,2020-04-09,2020-05-09,naver
587963,청원종료,**항공 좌석배정의 투명성확보과 항공권가격결정의 기준을 알고 싶습니다,130,"미국에서 유학중인 제 자식이 코로나19 사태때문에 미국에서 최대한 빨리 귀국을 해야 하는 형편에 처해 있는 평범한 대한민국 국민입니다. 대한민국 국적기인 **항공의 항공권발매의 투명성 결여와 이러한 위급한 상황에서 국민의 안전보다는 항공권가격을 무지막지할 정도로(5배이상)인상하는 것을 보고 국민의 한 사람으로서 화가 치밀어 글을 올립니다. 저는 아들의 항공권을 마일리지로 구매를 했습니다. 미국내의 코로나19 확산이 무서울 정도로 번지고 있는 상황이라 저의 애가 타고 올 정해진 항공권 날짜보다 하루라도 앞당기고 싶어서 **항공에 전화를 걸었습니다. 홈페이지 상으로는 아직 앞선 날짜의 좌석이 여유가 있는데 날짜를 앞당길 수 있는지를 직원에게 물어보니 그것은 시스템상의 문제라 알 수가 없다는 황당한 답변이었습니다. 그렇다면 우리 고객의 입장에서는 미리 판단하고 예견할 수가 없는지를 물어보니 돌아오는 답변은 ""알 수가 없다"" 라고 합니다. 또한 워싱턴에서 인천으로 오는 항공권가격을 알아보니 황당할 정도로 가격을 높아서 마일리지표를 포기하고 현금으로 구매해서라도 아들이 하루라도 빨리 귀국시키겠다는 생각은 포기했습니다. 편도기준으로 일반석 (400만원~500만원), 프레스티지석(1000만원~1300만원)가격은 경악할 정도의 가격이어서 말문이 막힐 정도였습니다. 더구나 좌석이 남아 있더라도 판매석과 마일리지석은 구분되어 있기 때문에 판매되지 않고 자리가 있다하더라도 마일리지석으로 대기한 고객에게는 기회가 없을 수도 있다고 답변을 들었습니다.
극단적으로 판매되지 않은 빈자리가 10석이 있다하더라도 마일리지석으로 대기되어 있는 사람에게는 좌석부여의 기회가 없을 수도 있다고 합니다. (좌석배정이 시스템으로  운영되기 때문에 직원들도 알 수가 없다는 답변만 반복함) 첫째, 고객의 입장에서 바라는 바는 고객의 입장에서 납득할 수 있는 항공권 발매의 투명성 확보(판매석, 프레스티지석, 1등석, 마일리지석 포함/ 고객의 좌석배정 순번포함)는 최소한 **항공이 제공해야한다고 사료됩니다.둘째, 코로나19와 같은 세계적 대재앙에서도 돈을 벌려는 국적기인 **항공의 행태에 너무 화가 납니다. 최소한 어느 누구도 예측하지 못한 이런 사태에서 정치 경제적으로 온 국민이 단합해야 할 시기에 자본주의의 최첨단을 치닫는 **항공의 자세는 분명히 대한민국 국적기 회사로서의 행동은 아니라고 생각합니다. 

국민청원자 대한민국 국민올림

 [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]",,교통/건축/국토,2020-04-10,2020-05-10,naver
587964,청원종료,폴란드 현재,177,"안녕하세요 
코로나 19때문에 고생들이 많으십니다.
다름이 아니라 헝가리 에서 일끝내고  폴란드 브로츠왓츠 **화학에 도와달라는 요청에 출장을 와서
일을 끝내고 한국에 귀국하려니 폴란드 LOT항공사는 한국에 못간다며 항공편을 취소하고 요금은 돌려주질않고
폴란드 정부는 모든이동 수단을 차단했고 **화학 공사현장은 코로나 19 확진자가 발생을해도 공사를 진행하는 중이라 하청 업체들은 눈치만 보는 상황이고 업체 직원들은 불안해 하면서 일을하지만 빨리 귀국하고 싶은 심정으로
하루하루 보냅니다.
다른나라에 있는 교민 및 출장자들은 정부에서 귀국시켜주시는 것을 뉴스에서 상황을 파악하며 지내는 중입니다.
일은 끝냈지만 귀국하는 교통수단이 막혀서 오도가도 못하고 숙소에서 대기하며 있습니다.
폴란드쪽에도 대책을 부탁드립니다.

 [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]",,교통/건축/국토,2020-04-10,2020-05-10,naver
587965,청원종료,정부 무상복지 혜택 전혀 못받는 성실납세 국민 등에 대한 특별수당 신설을 제안합니다.,240,"문재인 정부 들어서서 취약계층이다
저소득층이다 해서 갖가지 명목으로 국가에서 혜택을 많이 부여하고 있습니다. 
그런데 정작 경제활동 열심히 하고 국가에 조세납부 성실히 하는 국민계층 중엔 정부 혜택이라곤 전혀 못받는 국민들도 많이 있습니다.
사실상 이런 국민들이 있기에 나라재정이 지탱해 나가는 건 분명한 사실 아닙니까?
이들에게도 복지형평성 차원에서 자긍심 느끼도록 국가에서 일정부분 혜택을 부여하는 게 맞다고 봅니다!
하다 못해 1인당 연간 10~20만원 이라도  무상복지 혜택 부여할 것을 정부에 건의 제안
합니다! 
국가에 대한 재정부담 의무만 있고 희생만 강요당하고 혜택은 전혀 없는 건  어찌보면 형평성에도 맞지않고 일종의 역차별이 될 수 있다고 봅니다.
수당으로 하든 다른 명목으로 하든 취지에 맞게 지급하면 될 것이고..
지급대상은 국세 지방세 등 조세와 건강보험료 등 준조세, 차량범칙금  등 범칙금과 국가와 지자체에서 부여한 과태료 등 각종공과금 성실납부자를 대상으로 하면 적절할 듯 싶습니다.
기존에 국가나 지자체에서 지급하는 각종 무상복지 혜택을 입는 자, 노령수당 수령자, 실업급여 수령자 등 혜택을 받는 국민은 제외
합니다.
대상을 이렇게 정하면 성실납부를 유도할 수도 있고 국가의 각종 체납도 상대적으로 줄어 드는 효과도 기할 수 있을 것입니다.",,보건복지,2020-04-10,2020-05-10,naver
587966,청원종료,아직도 입원중인 **번 확진자의 병원비 구상권 청구 청원합니다.,2109,"대구 경북에 코로나 확산을 시작했던 신천지 **번째 확진자가
기침이 있다. 열이 나는 것 같다. 기운이 없다. 이런 말을 하며 44일 넘게 퇴원을 안하고 있습니다.
현재 병원비로만 3000만원이 넘게 나왔는데
이를 국민들의 혈세로 낼 수는 없습니다.
안그래도 신천지 **번 확진자로 인해 더 심해졌는데
반성은 없이 자신 덕분에 경각심을 얻었다는 파렴치한 말을 하고 있습니다.
이 신천지 확진자로 일상생활이 무너졌는데 우리의 혈세로 이사람의 치료비까지 전부 대줘야 한다고 생각하니
너무나 억울합니다.

 [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]",,보건복지,2020-04-10,2020-05-10,naver
587967,청원종료,도와주십시요~~국민여러분 한분 한분의 도움이절실합니다~~,1480,"안녕하세요
저는 울산L택배회사에서 
배송을 맡고있는 택배기사의 와이프입니다 


도와주세요 아니 살려주세요


하루하루가 너무 고통스럽고 초조하고 심장이 두근거립니다 
매일같이 초점없는 눈빛으로
힘없이 배송을 다니는 신랑을 보면
가슴이 갈기갈기 찢어집니다
해맑게 웃으며 
자전거가 갖고 싶다는 아들을 마주하면
피눈물이 쏟아집니다 


저희부부는 택배기사로 근무한지 올해로 4~5년쯤되어갑니다 
그동안 지속적으로 
초기와는 다른 단가하락이 수차례 이루어졌고 
최근에는 개당 수수료 80원인하 재계약 제의를 받았습니다 
당연히 그만 둘 거라고 생각하셧겠지만 
저희부부 포함 대리점 식구들은
짜르지만 말아 달라며 발버둥쳤습니다 


그럼에도 불구하고 
얼마전 저희 대리점은 L택배 관계자로 부터 
열흘정도의 시간을 두고 총3차례
각기 다른내용의 내용증명서를 받게 되었습니다 
그 내용은 이러했습니다 
1. 영업실적저조 분발요청 내용증명 
2. 재계약수락내용증명 
3. 계약해지통보내용증명
영업실적이 저조하니 힘쓰자
얼마 있지않아 재계약하겠다 열심히 하자말하더니 
갑자기 어떻게 무슨이유로 나가라고 할수가 있는걸까요  


저희는 매일을 센터에 설치된 
수십대의 CCTV로 감시를 받아왔습니다 
L택배 관계자분께서 CCTV를 휴대전화로 보며 청소지시를내리시면
지게차로 들어올리는 
무거운파렛트를 여럿이서 손으로 옮겨가며 청소를 했고
센터내에있는 화장실청소 쓰레기 분리수거 등 
시키는 대로 열심히 일해왔습니다 
배송 반품 집하등 할일이 넘쳐나는상황에서 
부당한 갑질에도 묵묵히 일만했습니다 


여름엔 살인적인 무더위를 선풍기 한대에 의지해야했고 
겨울에 찬바람을 맞으며 
핫팩을 온몸에 두르고 여려명이 기름난로 하나에 의지하며 
길게는 7시간씩 분류작업을 하고
다시 배송을 나가고 생계를 위해 열심히 뛰어왔습니다 
L택배 관계분이 센터 안전점검 나온다고 하시면
그 난로 마져도 
저희는 택배차에 싫고 배송을 나가던게 한두번이 아닙니다 


저희는 아파도 다쳐도 맘편히 쉴수 조차도 없었습니다 
용차를 부르게 되면 저희가 받는금액보다 높은 금액을 드리고 일을 맡길수밖에 없으니까요   
출근하고부터는 아침밥은 커녕 점심밥도 분류작업에 치이고 
배송시간에 쫏겨 삼각김밥 하나 먹고 배송을 갑니다 
이런생활이 하루이틀이아니다보니 배도 고프지 않습니다 
그마저도 일할수 있어 
감사했습니다 행복했습니다 


저희는 대체 무슨잘못을 한걸까요..


이 일이 있고부터는 아침에 출근이 너무 괴롭습니다 
다른대리점 택배기사님들은 
저희와 인사하는것조차도 눈을 마주치는것 조차도 
슬금슬금 눈치를 보며 피하십니다 
왜들 그러시는걸까요? 저는 알고 있습니다 
혹시나 계약해지된 저 지점식구들과 가깝게 지내면 
다음엔 내가 되지않을까 하는 마음에서죠
저 또한 이번상황이 아니라면 똑같았을겁니다  
그분들도 한가정의 가장이고 
아이들의 아빠엄마이기 때문입니다 
같이 나서서 부당함에 대해 목소리를 내고 싶어도 
다음계약해지는 자신일수도 있다라는 것도 
분명히 알고들 계실테지만
나설수 없는 심정 백번 이해가 됩니다 


이제는 신경안정제가 없이는 잠도 못자고 
대낮에도 심장이 이유없이 두근거려 
청심환을 트럭에 항상 가지고 다닙니다
이 모든일이 여느날처럼 악몽이길 
신랑이 등을 토닥이며 별꿈을 다꾼다고 
환하게 웃어줬으면 좋겠습니다
개인사업자 특수노동자라는이유로 
법적인 보호조차 받지 못하는 상황이 너무 한탄스럽습니다  


사랑하는 한 아이의 엄마로써 
이런생각하면 안된다는 것 알고 있지만
하루 열두번도 죽고싶은 생각이 들고
내가 이러면 안되지 하며 매번 마음을 다잡습니다 
직장을 잃게 되면 
저희는 이제 무슨일을 하며 생계를 유지해야 할까요 
너무 막막합니다 


사랑하는 가족들 동료들 지켜주고 싶습니다
그러나 제겐 아무 힘이 없습니다
여러분들이 제발 제발.... 도와주세요",,일자리,2020-04-10,2020-05-10,naver
587968,청원종료,선거 시에 일회용 비닐장갑 사용금지합시다!,331,"코로나로 택배가 늘고 배달음식에 쓰레기가 넘쳐나고 분리수거 환경도 갖춰져 있지않고 
재활용 시스템도 환경규제도 없다고 볼 만큼 미비한 상황에서..

국회의원 선거 때 코로나 19 바이러스로 일회용 비닐장갑을 사용한다고요????????
최소 몇 천만의 비닐쓰레기를 생산하고 시작하는 국회의원 선거에 조금만 생각을 하더라도 환경오염을 최소화할 수 있습니다.
손 세정제를 입구에 비치해 들어오는 시민들에게 제대로 닦기만 해도 충분합니다. 비닐장갑 쓴다고 밀폐된 공간 안에서 바이러스에 안전하지 않습니다.

환경은 이미 급속도로 악화돼가고 있습니다. 
위기에 한 몫 더 보태지말고 
일회용 사용, 나라가 나서서 규제 좀 합시다!!!",,안전/환경,2020-04-10,2020-05-10,naver
587969,청원종료,쌀 수출 반대 및 사재기 방지 국가 정책 수립 요청,518,"메뚜기떼로 인해 
베트남 등 각국에서 
쌀 수출 금지령이 떨어졌습니다. 

곧 식량난이 다칠 것입니다.
여러분!! 
유튜브에서 '메뚜기' 검색해 보세요. 

정부는 
빨리 수출 금지 및 사재기 방지를 위한 신속한 국가 대책을 수립으로 국가적 혼란을 막아주십시오. 

꼭 전문가들을 동원하여 신속하고, 
심도 깊은 논의를 하여 
국가적 혼란과 형편이 어려운 복지 사각지대의 국민들이 어려움을 당하지 않게 해주세요. 

특히, 
특정 기업 몰아주기, 
중국 기업 끌어들이기 하지 말고 
순수 국가 시스템을 활용해 주세요. 

지금 서두르지 않으면 
마스크처럼 수출 다되고 
나중에 부족현상이 오도록 정부가 
방치했다고 생각할 겁니다.
제발 서둘러 주세요. 

국민들은 덮어놓고 정부를 믿기만 하지 않고 
항상 살핀다는 사실을 잊지 말아 주십시오.",,행정,2020-04-10,2020-05-10,naver
587970,청원종료,주거용 위반 건축물 적법하게 양성화하고 전세금 대출 승인 청원,718,"안녕하십니까.  
공공의 복리와 국민의 삶의 질 향상을 위해 다양한 건축 관계법 규정을 마련하시는 
노고에 감사 인사를 드립니다.

다름이 아니옵고, 주거용위반 건축물(빌라)에 그동안 허용 되었던 전세금대출을 승인하고 적법하게 양성화해야만 서민들이 잘살 수 있습니다.
2019년 바뀐 부동산 정책을 경제적으로 빈곤한 서민들을 위하여 수정하여 주시기 바랍니다

저는 강동구 천호동에 작은 빌라를 개인 소유하고 있습니다. 
매입 당시 창고 일부가 확장되어 건축물의 위반된 사실을 모르고 임대를 준 실정입니다
현 세입자가 OOB년동안 살다가 자가주택을 매입하여 이사를 가고자 새로운 세입자를 찾고 있으나, 
2019년에 바뀐 부동산 정책으로 인해 주거용 위반 건축물의 전세금 대출이 전면 금지되어 현 세입자가 새로 이사갈 집의 계약금 6천만원을 고스란히 날릴 위기에 처해 있습니다.  

해당 주택의 경매 절차를 세입자가 준비하고 있기에 빌라 소유자인 저도 고충을 겪고 있지만 세입자의 고통이 날로 가중되고 있습니다. 

제가 세입자 입장에서 해결해줄 수 있는 상황이면 좋겠으나 그럴수 있는 상황이 아니기에
이렇게 간곡히 청원을 올립니다.

국민의 삶의 질 향상을 위해 바뀌는 부동산 정책이 되어야 하나, 선의의 피해자가 발생하는 서민이 있어서는 안된다고 생각합니다.

현재 이러한 이유로 많은 서민들이 고통을 당하고 있고, 서민들이 주로 이용하는 주거용까지 확대하여 정책을 적용시키는건 너무 가혹하다고 생각합니다.

다시 한번 간곡히 청원드립니다.  

부디 현 상황을 파악하시어 개선해 주시면 감사하겠습니다",,행정,2020-04-10,2020-05-10,naver
587971,청원종료,"""Drive in Concert""를 활성화 시켜주세요!",129,"보릿고개를 겪고 있는 공연, 예술, 영화계를 위해 ""Drive in Concert"" 장을 만들어 주세요!

문화체육관광부에서 공연 피해 업계에 긴급생활자금을 지원하고 있으나, 코로나 사태의 장기화가 예상되는 만큼 생계에 어려움을 겪는 공연예술인들은 점점 더 늘어날 것입니다.
이를 조금이나마 해결하기 위해 곳곳의 공터와 광장, 공공기관 및 공항 등의 주차장, 공원, 야외 스포츠 경기장 등을 ""Drive Concert"" 장으로 만들면 어떨까요? (자동차 극장 같이요!)

영화, 연극, 무용, 음악회에 종사하는 분들에게는 희망을, 그리고 시민들에게는 안전한 문화생활을 선물해주세요!!

(추가로 코로나 바이러스와 관련한 참신한 아이디어를 받을 수 있는 청원 카테고리도 별도로 개설해주세요!)


- 주말에는 이런 식으로 드라이브인 예배로 활용할 수도 있을 것 같습니다.
http://www.hani.co.kr/arti/area/capital/933628.html
- 성동구 살곶이 공원 자동차 극장 변신! 너무 좋은 모범 사례입니다.
https://www.yonhapnewstv.co.kr/news/MYH20200328009800038?srt=l&d=Y

- 많은 공연이 전멸 수준이라네요 ㅠㅠ
https://www.yna.co.kr/view/AKR20200304147900005
https://www.edaily.co.kr/news/read?newsId=01289046625703320&mediaCodeNo=257>rack=sok

- 자동차 극장을 참고해 주세요
https://news.joins.com/article/23737466

- 문체부 지원 문화예술계 지원 관련 기사입니다.
https://www.classian.co.kr/news/articleView.html?idxno=4153",,문화/예술/체육/언론,2020-04-10,2020-05-10,kakao
587972,청원종료,동물학대 유발하는 동물약국 백신 판매 막아주세요.,1643,"이 기사 보셨나요?

부산에서 끔찍한 동물학대 사건이 발생했습니다. 

https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0004525054

무려 고양이 253마리를 불법 사육하던 불법 업체가 적발되었고, 경찰이 압수수색한 결과, 일회용 주사기와 동물용 백신을 이용해 고양이에게 수차례 주사행위를 하는 등 무자격 진료행위를 일삼았다고 기사가 나왔습니다.

어처구니없게도 동물약국에서 누구나 주사기와 반려동물 백신을 살 수 있어서 이런 일이 벌어졌다고 합니다.

기사를 꼭 읽어보세요.

개와 고양이 전용 일부 백신 등 약물은 처방전 없이 동물약국에서 구매가 가능한 게 현 상황이라고 합니다. 
주사기를 이용한 진료행위는 불법이지만, 약물 구매는 가능한 아이러니한 상황이 벌어지고 있다고 합니다. 

4년 전 강아지공장 사태 기억하시나요? SBS 동물농장에 나왔던 그 아주머니 말이 생생히 기억납니다. 주사기로 인공수정시키고, 무자격 제왕절개 수술을 했던 그 아줌마도 불법이 아니어서 처벌받지 않았어요.

어떻게 4년이 지나고 정권도 교체됐는데 바뀐 게 하나도 없을까요. 너무 안타깝습니다.

제발 부탁드립니다.

부디, 동물약국에서 반려동물 백신 판매를 금지해서 끔찍한 동물학대 사건이 재발하지 않도록 해주세요.",,반려동물,2020-04-10,2020-05-10,naver
